"","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn","TestPredictBinary"
"1976","Male","NO","No","No",21,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.6,390.4,0,0
"1977","Male","YES","No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",93.55,93.55,1,1
"1978","Male","YES","No","No",31,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",90.7,2845.15,0,1
"1979","Female","NO","No","No",57,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","No","Two year","No","Mailed check",69.75,3894.4,0,0
"1981","Male","NO","No","No",10,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",95.25,1021.55,0,1
"1983","Male","NO","No","Yes",14,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.95,268.4,0,0
"1988","Female","NO","Yes","Yes",25,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",89.15,2257.75,1,0
"1990","Female","NO","Yes","Yes",35,"No","No phone service","DSL","Yes","No","No","Yes","Yes","No","Two year","Yes","Credit card (automatic)",46.35,1662.05,0,0
"1991","Female","YES","No","No",16,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",84.75,1350.15,1,1
"1995","Male","NO","No","No",22,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.6,422.5,0,0
"1996","Female","YES","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.95,69.95,1,1
"1998","Female","NO","Yes","Yes",67,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",105.65,6717.9,0,0
"2000","Male","NO","No","No",23,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.95,1710.45,1,1
"2005","Male","NO","No","No",24,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Mailed check",89.85,2165.05,1,1
"2008","Male","NO","No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",80.2,181.1,1,1
"2009","Female","NO","No","Yes",4,"Yes","Yes","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month","Yes","Mailed check",87.1,341.45,1,1
"2010","Male","NO","Yes","Yes",70,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",79.25,5731.85,0,0
"2018","Male","NO","Yes","No",38,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20.4,743.5,0,0
"2020","Male","NO","Yes","No",67,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","No","Electronic check",104.1,7040.85,1,0
"2022","Male","NO","Yes","Yes",62,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Mailed check",108.15,6825.65,0,0
"2026","Female","NO","Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",116.85,8477.7,0,0
"2029","Female","NO","No","No",15,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.6,331.6,0,0
"2035","Male","NO","Yes","Yes",41,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","One year","Yes","Bank transfer (automatic)",60.3,2511.3,0,0
"2039","Female","NO","Yes","Yes",26,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",90.8,2361.8,1,1
"2043","Female","YES","No","No",28,"Yes","Yes","DSL","No","Yes","Yes","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",64.45,1867.6,0,0
"2044","Male","YES","No","No",16,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",69.65,1043.3,0,1
"2046","Female","NO","No","No",69,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",110.5,7455.45,0,0
"2047","Female","NO","No","Yes",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",24.7,24.7,0,0
"2052","Female","NO","Yes","Yes",69,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.4,1346.2,0,0
"2055","Female","NO","No","No",2,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",49.4,106.55,1,1
"2058","Female","NO","Yes","No",22,"Yes","Yes","DSL","Yes","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",79.2,1742.75,1,0
"2061","Male","NO","Yes","Yes",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Electronic check",90.35,6325.25,0,0
"2068","Male","YES","Yes","No",65,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",103.15,6792.45,0,0
"2071","Female","NO","No","No",49,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",59.75,2934.3,1,0
"2072","Female","NO","Yes","Yes",67,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","No","Two year","No","Credit card (automatic)",94.1,6302.8,0,0
"2073","Male","NO","No","Yes",39,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",19.35,779.2,0,0
"2076","Male","YES","No","No",56,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.05,5594,0,1
"2077","Female","NO","No","No",14,"Yes","No","DSL","No","No","No","Yes","No","Yes","One year","No","Credit card (automatic)",59.1,772.85,0,0
"2079","Male","NO","Yes","Yes",16,"Yes","No","DSL","Yes","Yes","No","No","No","No","One year","Yes","Mailed check",55.85,857.8,0,0
"2083","Male","NO","No","Yes",21,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",24.7,467.15,0,0
"2088","Female","NO","No","No",4,"No","No phone service","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",33.65,137.85,1,1
"2094","Male","NO","No","Yes",10,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Credit card (automatic)",24.8,223.9,0,0
"2102","Female","NO","Yes","No",37,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","No","Yes","One year","Yes","Electronic check",99.2,3754.6,1,0
"2107","Male","NO","Yes","Yes",55,"Yes","No","DSL","Yes","No","No","No","No","Yes","One year","No","Credit card (automatic)",59.45,3157,0,0
"2111","Female","NO","No","No",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",20.2,65.95,0,0
"2114","Male","NO","Yes","Yes",45,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","One year","Yes","Credit card (automatic)",95,4368.85,0,0
"2121","Female","NO","Yes","Yes",55,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",21,1210.3,0,0
"2122","Male","NO","No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.45,20.45,0,0
"2126","Female","NO","Yes","Yes",67,"Yes","Yes","DSL","Yes","No","No","No","Yes","Yes","Two year","Yes","Electronic check",75.5,5229.45,0,0
"2127","Male","NO","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",44.45,44.45,0,0
"2129","Male","NO","Yes","Yes",41,"Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",74.55,3023.55,0,0
"2133","Male","NO","Yes","Yes",23,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.65,436.9,0,0
"2134","Female","YES","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.55,70.55,1,1
"2139","Female","NO","Yes","Yes",54,"Yes","No","DSL","Yes","No","Yes","Yes","No","Yes","Two year","No","Bank transfer (automatic)",69.95,3871.85,0,0
"2140","Female","NO","No","No",7,"Yes","No","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",66.85,458.1,0,1
"2141","Female","NO","Yes","Yes",33,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Credit card (automatic)",86.15,2745.7,1,0
"2142","Male","NO","Yes","Yes",16,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",20.15,341.35,0,0
"2146","Male","NO","No","No",11,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",72.9,818.45,0,1
"2147","Female","NO","No","No",62,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",115.05,7133.45,0,0
"2149","Male","NO","No","Yes",6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.55,128.6,0,0
"2157","Female","NO","No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",80.55,184.1,1,1
"2165","Male","NO","Yes","Yes",70,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Two year","Yes","Credit card (automatic)",101.1,6994.8,0,0
"2168","Male","YES","Yes","No",13,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.25,1233.65,1,1
"2172","Female","NO","No","No",2,"Yes","No","DSL","No","No","Yes","No","No","Yes","Month-to-month","No","Electronic check",60.85,111.4,0,0
"2175","Female","NO","No","No",19,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",20.25,383.65,0,0
"2180","Female","NO","No","No",5,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Electronic check",19.55,99.6,0,0
"2182","Female","NO","Yes","Yes",50,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",84.15,4164.4,0,0
"2185","Female","YES","No","No",2,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",88.55,179.25,1,1
"2192","Female","YES","No","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",91.3,91.3,1,1
"2193","Male","YES","Yes","No",56,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",85.65,4824.45,0,0
"2196","Female","NO","Yes","No",28,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",25.55,672.2,0,0
"2201","Female","NO","No","No",19,"Yes","No","DSL","No","Yes","No","No","Yes","No","One year","No","Electronic check",58.2,1045.25,0,0
"2202","Female","NO","No","No",36,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","One year","No","Bank transfer (automatic)",85.85,3003.55,0,0
"2203","Male","YES","Yes","No",7,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",70.1,467.55,1,1
"2206","Male","YES","No","No",34,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",99.85,3343.15,0,0
"2212","Female","NO","Yes","No",50,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","Mailed check",104.4,5232.9,0,0
"2213","Male","NO","No","No",10,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.5,225.85,0,0
"2224","Female","NO","No","No",28,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",89.95,2625.55,1,1
"2225","Male","YES","Yes","No",17,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",76.45,1233.4,1,1
"2229","Female","YES","Yes","No",70,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",104.45,7349.35,0,0
"2230","Male","NO","Yes","No",4,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",70.5,294.2,0,1
"2236","Female","NO","Yes","Yes",41,"Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","No","One year","Yes","Credit card (automatic)",78.35,3211.2,0,0
"2243","Male","NO","Yes","Yes",44,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Electronic check",24.85,1013.6,0,0
"2244","Female","YES","Yes","No",66,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.8,6690.75,0,0
"2247","Female","NO","Yes","Yes",1,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",102.45,102.45,1,1
"2248","Female","NO","No","No",40,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.65,830.25,0,0
"2259","Male","NO","No","No",56,"Yes","No","DSL","Yes","No","Yes","No","No","No","One year","No","Mailed check",52.7,3019.7,0,0
"2264","Female","NO","No","No",6,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",98.15,567.45,1,0
"2275","Male","NO","Yes","Yes",23,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",99.85,2331.3,1,0
"2276","Male","NO","Yes","Yes",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.5,74.5,1,1
"2278","Male","NO","No","No",65,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",109.15,6941.2,1,0
"2279","Female","YES","No","No",7,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",48.2,340.35,0,0
"2287","Male","YES","Yes","No",8,"Yes","No","DSL","No","No","Yes","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)",64.4,581.7,0,0
"2289","Female","NO","No","No",5,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Mailed check",85.3,420.45,0,1
"2296","Male","NO","No","No",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",25.15,25.15,1,1
